0,0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.28125,0.3125,0.34375,0.375,0.40625,0.4375,0.46875,0.5,0.53125,0.5625,0.59375,0.625,0.65625,0.6875,0.71875,0.75,0.78125,0.8125,0.84375,0.875,0.90625,0.9375,0.96875
0,0.79998,0.79679,0.79316,0.78847,0.78214,0.77463,0.76719,0.7601,0.75498,0.74852,0.74027,0.73989,0.73348,0.7297,0.73004,0.72376,0.71692,0.71853,0.72546,0.72292,0.71234,0.70699,0.71339,0.70932,0.69815,0.70178,0.70143,0.69599,0.69525,0.69359,0.69546,0.69259
0.03125,0.79993,0.79912,0.79341,0.78523,0.77737,0.7704,0.7633,0.75586,0.74866,0.74197,0.73741,0.73115,0.72561,0.72584,0.71825,0.71438,0.71583,0.71281,0.70362,0.69836,0.70218,0.70374,0.6956,0.69166,0.69626,0.69315,0.68424,0.68565,0.68195,0.67811,0.67643,0.6761
0.0625,0.79978,0.79071,0.77599,0.76477,0.75381,0.74457,0.73772,0.73303,0.72931,0.72558,0.72151,0.71708,0.71375,0.70764,0.70532,0.70524,0.69819,0.69277,0.6919,0.69187,0.68707,0.68236,0.68254,0.68199,0.67683,0.67767,0.68008,0.67827,0.67267,0.67058,0.66468,0.65935
0.09375,0.79932,0.7807,0.77299,0.76884,0.7624,0.75517,0.74542,0.73595,0.72763,0.72014,0.71366,0.70808,0.70296,0.69801,0.69325,0.68583,0.68437,0.68245,0.67778,0.67452,0.67458,0.67562,0.67474,0.67494,0.6755,0.67181,0.66713,0.66834,0.6683,0.66377,0.65785,0.65078
0.125,0.79807,0.78774,0.77977,0.76565,0.7566,0.74674,0.74193,0.73483,0.72711,0.71997,0.71381,0.70734,0.70105,0.69553,0.69083,0.68683,0.68105,0.67571,0.67606,0.67577,0.67285,0.66935,0.66777,0.66632,0.66364,0.66504,0.66871,0.66503,0.66295,0.66091,0.65958,0.65299
0.15625,0.79499,0.78418,0.76942,0.7587,0.75166,0.74104,0.73118,0.72423,0.71998,0.71456,0.70779,0.70203,0.69777,0.69304,0.68806,0.68358,0.6803,0.67774,0.6719,0.6681,0.66743,0.6679,0.66708,0.66515,0.66365,0.66091,0.65664,0.65599,0.65868,0.65941,0.65939,0.6603
0.1875,0.78806,0.76808,0.74655,0.74059,0.72745,0.72166,0.71931,0.71341,0.70281,0.69953,0.69711,0.69432,0.68872,0.68416,0.68131,0.67809,0.67449,0.67113,0.66941,0.66724,0.66344,0.66058,0.65919,0.65944,0.6596,0.65964,0.65969,0.65788,0.65434,0.6541,0.65545,0.65937
0.21875,0.77392,0.75091,0.74073,0.73218,0.72152,0.72154,0.70966,0.70118,0.7027,0.69548,0.68885,0.6828,0.68135,0.67902,0.67346,0.6692,0.66669,0.66415,0.66139,0.65922,0.65863,0.65693,0.65417,0.6518,0.65022,0.65001,0.65062,0.65236,0.65448,0.6552,0.65458,0.65474
0.25,0.74778,0.73717,0.72907,0.71227,0.70829,0.70088,0.69635,0.69822,0.68885,0.68104,0.68206,0.67532,0.66961,0.66458,0.66468,0.66305,0.65838,0.65495,0.6528,0.65079,0.6486,0.64746,0.64726,0.6463,0.6451,0.64355,0.6423,0.6418,0.64247,0.6447,0.64757,0.64939
0.28125,0.70411,0.69116,0.68154,0.67984,0.67933,0.67389,0.67655,0.66671,0.6693,0.67279,0.6635,0.66096,0.66154,0.66263,0.65521,0.65099,0.65116,0.64945,0.64546,0.64258,0.6408,0.63911,0.63724,0.63574,0.63517,0.63496,0.63477,0.63428,0.63371,0.63334,0.63381,0.63536
0.3125,0.63858,0.63828,0.64243,0.63988,0.63562,0.64072,0.64275,0.6422,0.64522,0.63346,0.63945,0.64635,0.64165,0.63782,0.64033,0.64187,0.63637,0.63449,0.63541,0.63444,0.63196,0.62962,0.62773,0.62584,0.62426,0.62358,0.62366,0.62426,0.62485,0.62505,0.62466,0.62389
0.34375,0.55086,0.56896,0.57948,0.58946,0.60035,0.60154,0.60004,0.61052,0.60884,0.61822,0.62274,0.61657,0.61964,0.62358,0.62331,0.61774,0.62308,0.62367,0.62021,0.61956,0.61993,0.61904,0.61764,0.6167,0.61555,0.61447,0.61377,0.61372,0.61436,0.61546,0.61638,0.61638
0.375,0.44743,0.48692,0.51294,0.53237,0.54504,0.55688,0.56912,0.57686,0.57872,0.58727,0.587,0.59924,0.59921,0.6011,0.60279,0.60939,0.60872,0.60773,0.61174,0.61056,0.60785,0.60744,0.60752,0.60715,0.60615,0.60539,0.60485,0.60452,0.60463,0.60534,0.60681,0.60847
0.40625,0.34255,0.40258,0.444,0.47353,0.49649,0.51258,0.5259,0.53856,0.5527,0.56111,0.57127,0.57646,0.57919,0.58826,0.58756,0.58972,0.59106,0.59746,0.59448,0.59561,0.59916,0.5983,0.5972,0.59708,0.59731,0.59683,0.59619,0.59574,0.59557,0.59585,0.59692,0.59904
0.4375,0.25582,0.32145,0.37331,0.41248,0.44373,0.4677,0.48767,0.50328,0.51917,0.53163,0.54144,0.55118,0.56355,0.56311,0.57411,0.57761,0.58248,0.58071,0.58505,0.58792,0.58718,0.58942,0.59148,0.59079,0.58996,0.58929,0.58874,0.58808,0.58749,0.58728,0.58752,0.58883
0.46875,0.20648,0.2554,0.30763,0.35328,0.39013,0.42191,0.44609,0.46802,0.48508,0.50209,0.51542,0.52644,0.53138,0.54198,0.55348,0.5562,0.56566,0.56948,0.57452,0.57576,0.57999,0.58139,0.58094,0.58332,0.58447,0.58408,0.58305,0.58217,0.58121,0.58029,0.5797,0.57981
