0,0,0.125,0.25,0.375,0.5,0.625,0.75,0.875
0,0.39996,0.39996,0.39986,0.39927,0.39705,0.39132,0.38065,0.3655
0.125,0.39739,0.39791,0.39833,0.39864,0.39876,0.39841,0.3969,0.3933
0.25,0.35808,0.36769,0.37478,0.38012,0.38421,0.38736,0.38972,0.39122
0.375,0.23188,0.28362,0.31293,0.33223,0.34598,0.35626,0.36417,0.37038
0.5,0.23188,0.23188,0.25695,0.28105,0.30088,0.31687,0.32984,0.34044
0.625,0.35808,0.30633,0.27195,0.26489,0.27224,0.2845,0.29747,0.30963
0.75,0.39739,0.38778,0.36286,0.32964,0.30334,0.29008,0.28763,0.29164
0.875,0.39996,0.39944,0.39696,0.38877,0.37214,0.34981,0.32824,0.3125
